Moisture,Texture,Crop,Nitrogen,Potassium,Phosphorus,pH,EC_dS_m,Organic_Matter_%,Iron_ppm,Zinc_ppm,Manganese_ppm,Copper_ppm,Boron_ppm
62.48,Black,Ground Nuts,7,17,9,7.36,1.49,1.54,3.08,1.24,2.52,0.31,0.43
44.74,Loamy,Ground Nuts,38,0,0,6.23,1.07,1.36,6.08,0.5,1.63,0.58,0.21
66.68,Sandy,Maize,15,7,12,7.24,1.52,1.43,3.11,1.79,1.99,0.38,0.46
38.43,Loamy,Oil seeds,16,0,10,6.62,1.61,2.32,3.27,0.52,3.73,0.59,0.98
32.35,Black,Oil seeds,9,10,27,6.67,1.65,2.03,2.93,0.51,4.11,0.41,0.91
50.53,Black,Maize,5,6,30,6.32,1.16,3.04,3.74,1.42,3.14,1.07,0.24
35.06,Clayey,Millets,40,2,3,6.77,1.09,3.46,4.71,1.96,3.6,0.77,0.6
38.7,Red,Millets,41,0,0,6.35,0.42,3.24,6.45,1.78,2.05,0.7,0.26
65.83,Red,Maize,34,3,0,5.87,1.88,2.58,5.67,0.88,2.61,0.99,0.83
24.67,Loamy,Millets,26,1,16,6.26,1.37,1.47,4.02,0.8,4.0,0.33,0.5
20.0,Black,Oil seeds,5,13,27,5.81,0.73,3.05,4.8,1.44,2.78,1.06,0.93
47.05,Red,Oil seeds,21,2,26,7.46,1.87,2.14,4.99,1.73,2.72,0.68,0.24
36.67,Loamy,Sugarcane,10,14,17,7.44,1.86,1.42,5.79,1.04,2.18,0.34,0.79
58.49,Red,Barley,34,3,0,6.47,1.98,3.39,5.45,1.15,3.58,1.02,0.52
44.89,Black,Oil seeds,11,3,43,7.04,1.8,2.08,4.78,0.67,4.33,0.66,0.41
29.82,Sandy,Tobacco,10,2,33,6.39,2.0,1.77,5.18,0.73,3.14,0.8,0.61
46.14,Sandy,Millets,8,4,38,6.94,0.79,3.47,5.48,1.35,1.9,1.09,0.59
23.67,Loamy,Wheat,39,4,0,7.17,1.75,3.55,3.03,0.65,4.43,1.09,0.48
38.04,Sandy,Paddy,13,0,35,7.41,1.72,2.08,3.3,0.8,1.75,1.09,0.72
24.53,Loamy,Maize,14,0,5,6.48,0.77,2.12,5.25,0.85,3.15,0.62,0.73
43.37,Clayey,Pulses,26,2,21,7.13,0.56,2.71,5.9,1.17,2.41,0.95,0.26
50.21,Black,Pulses,1,21,19,6.25,1.97,3.11,4.14,0.57,4.78,0.43,0.68
32.87,Red,Pulses,16,0,14,7.48,0.87,1.36,6.42,1.25,4.08,1.03,0.77
56.3,Loamy,Sugarcane,11,0,37,5.84,1.79,2.74,3.36,1.89,3.48,0.54,0.26
49.76,Red,Millets,3,10,37,6.83,0.41,3.68,4.17,0.54,3.84,0.66,0.73
44.58,Loamy,Millets,9,8,11,6.92,0.43,1.88,4.01,1.45,3.36,1.09,0.84
34.94,Clayey,Sugarcane,16,4,18,6.97,1.15,3.56,6.22,1.75,2.02,1.01,0.87
54.76,Black,Maize,7,16,13,6.0,0.78,3.67,3.64,0.97,3.98,1.15,0.23
26.6,Clayey,Tobacco,5,15,15,7.4,1.5,1.9,4.38,0.7,3.22,0.56,0.76
31.9,Loamy,Cotton,25,3,20,6.11,1.3,3.16,3.25,0.57,3.72,0.35,0.84
45.56,Loamy,Oil seeds,9,14,11,6.86,0.52,1.82,4.59,1.47,1.66,1.11,0.52
38.75,Red,Sugarcane,9,1,10,6.18,0.66,3.12,5.93,1.33,2.0,0.69,0.63
60.99,Red,Cotton,13,0,11,6.32,1.02,3.27,3.72,0.84,3.56,1.09,0.41
28.28,Sandy,Wheat,12,2,17,6.73,0.7,1.84,5.74,1.75,3.11,0.93,0.45
25.48,Clayey,Sugarcane,10,3,36,6.51,1.67,3.06,6.15,1.6,2.29,1.07,0.6
32.03,Sandy,Barley,38,1,4,6.07,1.07,3.31,2.79,0.91,2.34,0.85,0.32
39.11,Red,Ground Nuts,16,0,43,6.09,0.55,2.13,5.53,1.63,3.71,1.01,0.5
35.87,Clayey,Paddy,11,3,28,6.51,1.17,1.64,3.52,0.87,1.71,0.32,0.44
55.48,Red,Wheat,11,0,36,7.09,0.55,1.44,3.2,1.51,3.02,1.17,0.39
66.03,Red,Sugarcane,38,3,3,7.33,0.61,2.7,4.9,0.68,3.33,0.38,0.59
36.46,Black,Ground Nuts,37,0,4,5.94,0.78,3.74,5.32,1.54,2.58,0.22,0.87
47.57,Black,Maize,5,15,21,6.47,1.78,3.34,4.08,0.86,4.37,0.73,0.39
43.18,Red,Maize,25,3,25,5.97,1.88,2.33,2.66,1.36,1.7,0.91,0.73
32.51,Loamy,Ground Nuts,6,11,33,5.83,1.72,2.6,6.13,0.76,4.53,0.92,0.4
41.92,Clayey,Cotton,19,0,21,6.92,0.93,1.93,5.42,1.59,4.03,0.54,0.31
54.07,Red,Ground Nuts,20,3,15,6.82,0.84,1.62,3.59,0.59,3.06,0.95,0.95
53.6,Sandy,Tobacco,11,16,15,6.08,1.28,2.45,4.49,0.75,4.74,1.04,0.71
31.78,Loamy,Barley,24,0,23,6.2,1.55,2.41,2.61,0.78,3.96,0.81,0.28
30.28,Clayey,Sugarcane,15,1,12,5.84,1.99,2.56,3.86,0.56,4.76,0.59,0.71
58.53,Sandy,Wheat,37,0,0,7.22,0.61,3.68,4.59,1.62,3.15,0.81,0.34
56.55,Red,Ground Nuts,4,0,14,7.46,0.48,2.77,4.57,1.97,3.09,1.06,0.91
59.0,Clayey,Ground Nuts,35,2,2,6.03,1.51,2.78,3.33,1.67,3.36,1.1,0.4
44.13,Sandy,Pulses,25,0,19,6.19,1.73,1.53,5.61,1.79,1.73,0.23,0.85
42.9,Clayey,Ground Nuts,3,11,31,7.28,1.75,3.79,3.7,0.51,4.68,0.32,0.36
61.02,Red,Oil seeds,32,2,1,7.37,1.49,3.21,4.82,0.68,3.84,0.2,0.65
47.07,Clayey,Tobacco,16,1,38,6.51,1.93,3.48,3.59,1.34,3.66,0.69,0.93
26.77,Sandy,Tobacco,40,0,0,5.89,1.22,2.28,4.2,1.97,4.74,0.64,0.44
27.77,Sandy,Maize,17,4,23,5.87,1.86,2.51,3.33,1.49,4.98,0.75,0.27
68.28,Clayey,Millets,13,0,10,6.78,1.95,2.56,5.03,1.06,2.07,0.88,0.64
41.01,Clayey,Maize,39,0,0,6.47,1.76,1.7,4.2,0.72,4.12,0.57,0.34
55.4,Loamy,Tobacco,42,0,0,5.85,0.9,2.99,2.56,0.73,3.53,0.41,0.78
22.3,Red,Cotton,16,0,41,6.79,0.71,3.55,2.61,1.04,3.11,0.59,0.67
57.45,Clayey,Sugarcane,7,2,8,5.82,1.28,1.63,4.38,1.57,4.92,0.21,0.48
38.98,Black,Maize,40,0,1,7.14,1.12,1.42,3.23,0.55,4.48,1.03,0.76
70.0,Red,Sugarcane,34,4,2,6.32,1.8,3.12,4.84,1.78,3.94,0.58,0.39
37.05,Clayey,Sugarcane,12,4,13,5.87,0.56,1.91,4.13,1.91,2.84,0.82,0.93
31.14,Black,Barley,15,0,34,6.8,0.81,2.82,5.12,1.83,3.83,0.52,0.48
58.05,Clayey,Maize,13,15,16,6.48,1.6,3.01,6.31,1.87,3.36,0.81,0.81
42.3,Red,Barley,11,0,31,7.46,0.55,2.04,4.61,0.52,2.37,0.74,0.41
58.58,Red,Sugarcane,35,4,4,6.73,0.91,3.32,5.65,1.97,3.08,0.41,0.77
21.84,Clayey,Cotton,36,2,3,6.27,1.02,2.63,5.51,1.05,2.24,0.83,0.23
47.7,Clayey,Sugarcane,27,4,19,7.01,1.4,3.46,6.19,1.8,3.25,0.31,0.44
30.6,Black,Paddy,14,0,42,6.26,0.65,3.18,3.36,0.78,4.02,0.68,0.27
22.83,Sandy,Oil seeds,40,4,0,7.34,1.78,3.46,5.81,1.17,1.63,0.92,0.56
33.25,Sandy,Paddy,5,4,34,6.44,1.12,1.25,6.12,0.57,4.18,0.75,0.55
49.8,Black,Millets,41,1,1,6.73,1.87,1.83,4.07,0.56,1.57,0.95,0.49
49.69,Clayey,Wheat,11,0,5,5.89,1.15,1.43,3.76,1.91,3.31,0.47,0.98
48.67,Black,Ground Nuts,10,15,12,6.52,0.84,2.35,6.31,1.72,3.51,0.25,0.4
41.61,Clayey,Tobacco,20,0,22,7.22,0.63,3.51,5.01,1.29,4.16,0.26,0.83
36.25,Clayey,Millets,33,1,0,7.17,0.41,2.42,4.02,1.29,4.16,0.47,0.56
56.53,Clayey,Cotton,6,5,27,6.18,1.25,3.41,5.67,1.62,2.96,0.61,0.47
49.42,Black,Millets,38,0,0,6.18,0.57,2.05,3.72,1.01,1.73,0.74,0.36
55.95,Sandy,Sugarcane,3,10,28,7.19,1.03,2.08,3.21,1.64,3.93,0.96,0.71
56.06,Red,Wheat,26,0,14,7.38,1.34,3.53,4.68,1.23,3.29,1.04,0.47
70.0,Black,Sugarcane,7,4,9,5.96,0.84,2.31,4.76,1.46,2.67,0.89,0.85
49.15,Loamy,Millets,9,0,31,6.57,0.68,3.25,5.8,1.95,2.32,0.66,0.97
29.7,Clayey,Maize,37,0,0,6.37,1.64,1.82,4.33,1.21,1.92,0.46,0.38
26.52,Red,Millets,17,0,13,7.28,1.91,3.67,5.76,1.13,2.53,0.63,0.3
29.22,Black,Pulses,3,12,33,5.94,0.56,2.69,3.75,1.86,3.1,0.47,0.45
42.8,Black,Barley,14,0,36,6.16,0.65,3.17,4.8,1.85,3.17,0.82,0.57
31.07,Loamy,Sugarcane,8,2,10,7.08,1.94,1.43,3.33,1.99,3.54,1.02,0.44
47.29,Sandy,Tobacco,23,0,24,5.89,0.46,2.48,4.04,1.33,2.77,0.72,0.98
31.4,Loamy,Paddy,19,2,22,6.64,1.96,3.54,5.93,1.02,4.72,0.25,0.82
26.7,Black,Oil seeds,28,0,14,6.55,0.41,3.48,3.36,0.86,3.24,1.14,0.97
50.44,Sandy,Cotton,36,3,0,6.37,1.8,1.32,5.74,0.55,2.98,0.49,0.5
31.35,Loamy,Barley,9,20,16,6.47,0.89,1.99,3.63,1.59,1.67,1.11,0.44
33.35,Clayey,Wheat,18,4,23,6.7,1.9,2.35,2.64,0.85,3.6,1.01,0.53
39.21,Black,Cotton,38,0,0,6.07,0.91,1.65,2.94,1.41,3.61,0.61,0.62
22.19,Loamy,Sugarcane,18,15,9,6.77,1.45,3.1,5.48,1.87,3.54,0.26,0.79
44.88,Black,Millets,9,14,10,7.17,0.53,1.68,3.55,1.93,4.61,1.15,0.9
47.11,Clayey,Millets,37,0,1,7.09,0.79,2.1,5.12,0.51,4.17,0.86,0.57
40.26,Black,Sugarcane,13,1,9,6.06,1.64,2.92,5.3,0.98,4.54,0.45,0.43
51.36,Black,Barley,35,4,3,6.05,1.25,2.45,3.88,1.76,1.71,0.73,0.46
34.29,Black,Barley,9,2,25,6.26,1.88,3.12,4.4,1.3,2.61,0.84,0.76
44.44,Loamy,Paddy,43,1,0,6.41,1.09,3.7,4.12,1.71,2.62,0.43,0.65
37.31,Clayey,Sugarcane,14,0,37,6.49,1.79,1.5,6.29,1.78,3.8,0.29,0.59
69.59,Black,Oil seeds,10,10,29,6.96,1.12,3.04,3.78,1.16,3.07,0.47,0.36
24.42,Sandy,Cotton,19,2,24,5.9,1.97,1.8,3.23,1.04,4.22,0.25,0.9
43.45,Clayey,Ground Nuts,20,2,16,5.86,1.94,2.28,3.96,1.18,2.85,0.27,0.82
39.79,Loamy,Millets,11,0,13,6.47,0.93,1.29,5.18,1.48,2.28,0.36,0.31
42.67,Clayey,Barley,19,1,19,6.99,1.82,1.55,5.29,1.05,2.52,0.36,0.49
38.53,Loamy,Pulses,3,22,16,6.13,1.76,2.03,6.2,1.66,2.14,0.45,0.63
44.75,Red,Cotton,12,0,13,6.89,0.74,2.09,6.03,1.86,2.19,1.14,0.56
44.54,Red,Ground Nuts,6,17,17,6.24,1.4,3.54,3.65,0.92,2.26,0.78,0.52
35.82,Black,Sugarcane,17,0,21,7.31,0.52,3.13,4.32,1.95,1.56,0.62,0.78
67.23,Clayey,Paddy,14,16,10,7.32,1.74,3.73,5.49,1.43,4.01,0.76,0.24
47.53,Clayey,Tobacco,16,0,10,6.31,0.68,2.76,6.17,1.82,2.9,0.21,0.58
24.47,Loamy,Cotton,12,3,27,6.19,0.51,1.83,3.85,0.66,1.58,1.09,0.41
51.34,Red,Maize,22,0,14,6.5,1.04,2.05,4.28,0.88,2.8,0.73,0.27
45.82,Black,Cotton,37,0,0,6.21,1.32,2.03,6.1,0.98,4.67,0.65,0.57
32.25,Sandy,Paddy,39,0,0,6.94,1.77,2.05,3.93,0.95,3.29,1.14,0.34
49.85,Sandy,Millets,26,0,17,7.2,1.96,2.95,4.42,0.76,4.95,0.93,0.41
62.58,Black,Oil seeds,10,11,33,6.94,1.1,2.58,6.12,1.8,3.39,0.54,0.61
37.36,Red,Maize,13,4,34,7.2,0.5,2.2,5.71,1.13,4.87,1.14,0.98
40.09,Loamy,Sugarcane,42,0,0,6.47,1.6,1.59,3.47,1.94,2.21,1.05,0.75
70.0,Loamy,Paddy,9,0,12,6.07,1.3,1.26,3.8,1.38,2.51,1.15,0.42
44.6,Black,Millets,9,12,32,7.05,1.12,1.77,3.91,0.71,3.95,0.3,0.51
56.66,Red,Wheat,23,0,21,6.41,0.89,1.48,6.15,1.32,4.95,1.16,0.52
32.37,Clayey,Paddy,35,0,1,6.94,1.2,3.24,6.5,1.99,4.39,0.74,0.32
31.09,Red,Oil seeds,42,0,0,6.26,0.94,1.49,5.6,1.35,3.44,0.87,0.33
61.96,Loamy,Paddy,13,10,29,5.94,1.61,3.08,4.44,0.5,1.8,0.41,0.32
38.69,Black,Paddy,39,0,0,7.49,1.27,2.2,2.54,1.9,2.78,0.34,0.62
52.96,Clayey,Oil seeds,21,0,22,6.07,1.8,1.39,5.29,0.85,1.8,0.28,0.74
62.54,Black,Wheat,13,8,10,7.48,1.27,3.31,4.06,1.53,2.59,0.62,0.67
62.52,Loamy,Pulses,6,4,29,7.46,0.78,2.71,5.03,1.27,2.41,0.42,0.98
38.07,Clayey,Paddy,32,4,0,7.15,1.76,1.81,4.93,0.99,2.86,0.28,0.3
33.85,Sandy,Pulses,36,3,0,6.92,1.29,3.53,4.42,0.92,4.43,1.16,0.99
33.06,Clayey,Ground Nuts,26,0,23,6.78,0.73,1.32,6.28,1.89,2.03,0.93,0.57
42.05,Loamy,Oil seeds,40,0,4,7.27,1.4,1.72,2.59,1.87,2.57,0.72,0.37
26.82,Sandy,Maize,8,1,5,6.29,0.97,3.16,5.35,1.27,2.41,0.94,0.95
46.73,Clayey,Ground Nuts,40,3,0,6.6,1.75,3.04,4.14,0.89,2.54,0.81,0.57
67.77,Black,Wheat,14,0,18,6.85,1.13,1.95,5.36,0.65,2.76,0.38,0.48
51.35,Loamy,Paddy,14,0,38,6.5,1.56,1.36,5.2,0.73,2.36,0.83,0.37
44.07,Sandy,Millets,14,3,39,6.53,0.55,3.43,2.54,1.28,4.8,0.88,0.41
54.59,Loamy,Pulses,24,1,15,6.36,1.03,2.02,3.64,0.96,2.97,0.44,0.98
46.23,Black,Ground Nuts,11,10,18,6.76,1.97,1.71,3.26,0.56,1.9,0.52,0.44
43.23,Red,Sugarcane,26,1,23,7.25,1.69,2.54,3.17,1.18,3.14,0.58,0.98
47.74,Loamy,Millets,1,13,12,6.14,0.66,3.57,5.41,1.62,2.15,0.8,0.46
63.99,Loamy,Pulses,10,0,8,7.39,0.84,1.31,3.46,1.84,2.26,0.33,0.39
42.44,Red,Tobacco,33,2,1,6.97,0.93,3.19,4.4,1.38,2.5,0.94,0.35
51.69,Clayey,Maize,34,0,0,7.2,1.44,2.69,3.49,1.58,1.94,0.55,0.53
57.68,Sandy,Pulses,35,0,0,6.75,1.61,2.31,4.82,1.05,4.02,0.89,0.39
46.16,Sandy,Ground Nuts,20,0,18,7.13,1.6,3.13,5.38,1.24,4.27,1.13,0.76
31.25,Black,Paddy,17,0,39,5.83,1.22,3.71,3.82,1.59,2.88,1.07,0.39
45.34,Black,Maize,36,0,0,7.19,1.7,1.8,4.91,1.59,3.91,0.94,0.87
45.92,Sandy,Ground Nuts,9,5,30,5.87,1.1,1.57,5.8,1.14,2.86,0.39,0.87
20.0,Black,Maize,15,16,10,7.31,0.6,3.57,2.88,1.32,2.07,0.93,0.43
55.84,Clayey,Oil seeds,11,16,8,7.49,1.3,2.94,5.34,1.89,2.89,0.84,0.8
44.86,Clayey,Ground Nuts,10,4,4,6.3,1.92,2.34,3.79,1.45,3.45,0.97,0.89
41.18,Clayey,Paddy,38,0,3,6.16,1.67,2.69,2.99,1.46,1.64,1.07,0.67
37.81,Sandy,Oil seeds,12,0,36,7.1,1.33,3.14,4.68,1.68,3.79,0.51,0.49
28.94,Sandy,Maize,9,1,16,6.23,1.43,3.21,3.41,0.67,4.1,0.84,0.55
48.75,Black,Maize,19,0,18,7.27,1.89,3.59,5.79,1.28,4.51,0.48,0.83
41.45,Red,Wheat,7,14,16,5.97,1.09,2.31,2.67,1.94,1.86,0.55,0.43
24.67,Red,Oil seeds,42,0,0,6.01,0.93,1.96,2.89,1.04,1.5,0.72,0.47
34.63,Sandy,Cotton,13,1,9,7.46,1.96,2.86,4.58,0.94,1.76,0.63,0.33
24.01,Clayey,Oil seeds,1,14,17,6.95,1.78,2.28,4.86,1.4,4.73,0.8,0.52
38.54,Clayey,Barley,10,1,37,7.24,0.92,2.75,5.42,0.83,4.18,0.96,0.27
43.81,Loamy,Maize,5,6,23,6.35,1.14,2.29,3.54,1.33,4.42,0.81,0.46
36.23,Red,Wheat,10,0,43,6.95,1.06,1.6,5.87,0.73,3.31,1.17,0.5
43.22,Red,Barley,10,2,10,6.81,0.64,2.42,6.31,1.37,3.34,0.94,0.4
44.72,Sandy,Barley,12,10,8,6.83,1.93,3.0,4.5,1.4,2.54,1.19,0.28
27.07,Red,Tobacco,7,3,13,6.96,1.05,3.28,5.54,1.13,4.45,0.94,0.62
40.86,Clayey,Pulses,8,0,41,6.78,1.8,2.48,4.6,1.07,4.4,0.71,0.89
57.33,Red,Oil seeds,9,5,27,6.53,0.7,1.63,2.78,0.87,2.87,0.61,0.47
45.42,Loamy,Cotton,20,0,17,6.27,1.28,2.28,3.8,1.0,2.65,0.94,0.39
70.0,Loamy,Wheat,40,0,1,7.11,0.44,3.24,2.85,1.25,4.08,0.89,0.43
57.0,Black,Ground Nuts,40,0,3,6.18,1.62,2.27,6.46,0.87,1.59,0.87,0.89
53.78,Red,Maize,11,9,18,6.98,1.33,3.01,3.42,1.67,4.51,0.92,0.62
21.74,Black,Sugarcane,13,13,13,6.2,1.4,2.52,5.04,1.56,3.06,1.07,0.3
56.1,Black,Paddy,6,0,12,6.86,0.48,1.83,3.64,0.9,3.04,0.43,0.77
69.24,Red,Maize,14,0,37,7.07,0.74,3.27,5.11,0.65,3.84,0.76,0.32
50.68,Sandy,Maize,13,9,35,6.17,0.52,1.42,3.34,0.5,3.76,0.8,0.25
27.63,Loamy,Millets,8,15,20,5.9,0.86,2.56,5.64,1.4,2.43,0.49,0.4
44.8,Loamy,Maize,8,17,18,6.02,1.4,1.74,2.94,0.82,4.8,1.19,0.33
41.31,Red,Ground Nuts,8,1,42,6.83,1.31,1.37,6.08,0.52,4.95,0.99,0.68
67.62,Black,Ground Nuts,9,7,25,7.24,1.38,2.51,5.86,1.04,3.34,0.52,0.59
51.62,Clayey,Barley,9,0,32,5.88,1.28,2.5,5.22,1.94,3.46,0.56,0.78
60.02,Sandy,Millets,6,0,9,7.05,0.84,3.04,2.77,1.53,3.44,0.92,0.61
33.28,Red,Millets,12,3,29,6.38,0.79,3.14,3.33,1.79,3.2,0.21,0.54
40.98,Loamy,Maize,13,6,33,6.61,0.62,3.09,5.94,0.72,4.81,0.66,0.62
47.22,Loamy,Tobacco,14,0,12,7.38,1.76,2.26,2.99,0.61,2.36,0.54,0.55
35.82,Red,Pulses,21,0,24,6.36,1.39,2.84,3.12,0.52,1.88,1.05,0.23
42.26,Loamy,Wheat,21,1,17,6.59,0.7,2.7,4.68,1.93,4.75,0.99,0.74
30.33,Sandy,Millets,37,0,4,5.82,0.68,2.3,3.6,0.95,2.25,0.53,0.97
39.3,Sandy,Cotton,11,0,37,5.94,1.8,2.75,3.39,1.19,4.12,1.06,0.54
57.68,Black,Ground Nuts,36,0,0,6.24,1.59,3.66,4.8,1.09,2.21,1.11,0.54
34.88,Loamy,Ground Nuts,18,0,21,5.85,1.46,1.7,3.99,1.6,4.86,0.75,0.24
41.01,Loamy,Oil seeds,38,0,0,6.87,1.05,3.56,3.06,0.96,4.27,0.36,0.91
38.24,Black,Barley,13,17,16,6.52,0.82,1.34,4.64,1.3,4.72,0.97,0.94
60.07,Loamy,Tobacco,35,0,0,6.73,1.97,2.0,4.05,1.99,4.83,0.52,0.85
47.41,Sandy,Millets,23,0,13,6.1,1.68,1.95,5.44,1.17,1.8,0.73,0.29
25.12,Loamy,Wheat,40,3,0,6.3,0.88,2.83,2.91,1.33,3.02,0.25,0.92
27.42,Clayey,Oil seeds,35,1,0,6.93,1.76,1.54,4.98,1.25,3.77,0.7,0.22
36.9,Sandy,Ground Nuts,44,0,3,7.44,1.61,3.49,4.25,1.7,4.31,0.58,0.56
49.11,Clayey,Paddy,20,0,21,5.89,0.88,3.35,4.12,0.9,2.35,0.89,0.6
35.48,Clayey,Sugarcane,23,4,14,7.31,1.08,2.9,3.43,0.76,4.7,0.24,0.87
44.52,Sandy,Ground Nuts,7,9,27,6.78,0.7,2.39,2.62,1.63,2.27,0.82,0.8
47.34,Loamy,Pulses,20,0,20,6.76,0.58,3.63,5.89,1.12,4.53,0.97,0.84
37.85,Clayey,Wheat,42,0,0,6.65,1.56,3.36,3.81,1.87,3.29,0.21,0.89
35.54,Loamy,Wheat,11,0,40,5.92,0.83,2.5,5.22,1.47,3.3,0.95,0.58
35.12,Loamy,Maize,7,12,25,5.95,1.71,3.02,6.29,1.35,2.81,0.33,0.82
47.02,Sandy,Ground Nuts,45,4,2,6.82,1.99,2.67,4.76,0.61,1.86,0.9,0.25
27.44,Clayey,Millets,9,17,15,6.38,0.52,2.73,4.09,1.6,2.71,0.66,0.56
39.29,Sandy,Pulses,7,10,23,7.36,1.16,2.06,3.57,1.53,2.99,0.75,0.22
37.98,Black,Tobacco,18,0,38,6.49,1.68,2.4,6.24,1.46,3.18,0.54,0.93
31.28,Black,Cotton,8,0,13,6.04,1.66,1.4,5.23,0.9,4.09,0.45,0.97
35.61,Loamy,Ground Nuts,9,0,35,7.02,1.62,2.13,5.16,1.92,2.73,0.27,0.27
33.14,Loamy,Paddy,10,0,13,6.3,0.96,3.01,4.2,0.98,2.92,1.06,0.63
66.38,Red,Maize,14,3,19,6.69,1.13,3.68,5.88,0.73,4.67,0.81,0.46
20.0,Loamy,Paddy,10,14,25,6.99,1.35,3.7,5.35,1.98,4.13,1.18,0.47
25.34,Loamy,Barley,38,0,1,7.33,1.96,2.64,3.63,1.62,1.58,1.05,0.56
21.57,Sandy,Pulses,8,0,36,7.15,0.92,2.78,4.9,1.12,4.34,1.07,0.3
56.88,Clayey,Oil seeds,10,0,33,6.95,1.88,1.68,4.22,1.9,4.96,0.8,0.34
30.71,Black,Cotton,24,2,25,6.96,0.83,3.01,2.53,0.64,4.79,0.28,0.66
35.09,Clayey,Tobacco,44,0,0,7.41,1.98,1.38,5.73,0.63,4.43,1.11,0.22
34.06,Black,Wheat,6,1,14,6.3,1.47,1.94,2.99,1.52,3.7,0.32,0.68
49.07,Black,Wheat,10,0,4,5.8,1.14,2.94,4.54,0.77,2.47,0.72,0.46
36.62,Clayey,Pulses,21,0,22,6.26,1.38,2.01,3.84,1.88,3.79,1.06,0.87
34.22,Red,Tobacco,43,0,0,6.17,0.84,1.33,3.87,1.76,3.93,0.67,0.68
50.87,Sandy,Oil seeds,7,2,36,6.93,0.84,3.36,4.41,0.96,2.49,0.37,0.77
23.34,Black,Ground Nuts,8,3,38,6.88,0.58,2.01,6.49,1.83,2.39,0.57,0.29
30.67,Clayey,Oil seeds,17,12,14,6.81,0.58,1.36,4.13,0.56,2.89,1.19,0.41
42.85,Loamy,Maize,23,3,23,5.83,0.96,1.39,3.23,1.32,3.74,1.2,1.0
40.59,Clayey,Cotton,11,1,36,7.04,1.62,1.85,4.95,1.9,2.53,0.91,0.55
62.87,Sandy,Millets,7,0,39,6.35,1.37,1.66,3.45,1.78,3.44,1.09,0.49
40.15,Clayey,Sugarcane,5,0,9,6.93,0.56,3.21,2.92,1.03,4.65,0.24,0.9
55.12,Black,Paddy,10,0,6,6.75,1.76,2.04,2.7,0.77,2.53,0.48,0.23
44.55,Black,Barley,15,4,34,6.38,1.36,3.29,2.59,0.82,4.88,0.57,0.63
44.73,Clayey,Sugarcane,21,0,13,6.03,1.94,1.65,4.22,1.27,3.16,0.21,0.37
26.09,Red,Oil seeds,15,11,13,5.96,1.47,2.48,4.21,1.4,1.85,0.58,0.49
28.59,Black,Millets,20,0,22,7.21,0.68,2.99,3.24,0.55,1.69,0.29,0.36
31.94,Red,Paddy,15,0,44,7.36,1.16,2.9,5.64,1.12,2.69,0.72,0.23
48.59,Black,Maize,15,4,31,6.9,1.44,2.76,3.02,1.75,2.41,0.2,0.53
62.03,Clayey,Millets,17,0,36,5.98,0.45,3.6,6.16,1.17,4.45,0.47,0.83
41.09,Sandy,Maize,36,0,2,6.48,0.42,1.79,4.85,0.75,4.08,1.07,0.96
39.96,Sandy,Tobacco,38,1,4,7.04,0.61,2.48,2.61,1.93,4.6,0.41,0.7
26.06,Black,Tobacco,7,4,33,7.13,0.8,3.5,6.35,0.9,3.56,0.26,0.51
42.26,Sandy,Maize,26,0,18,6.0,1.09,1.4,3.73,1.7,3.02,0.45,0.82
23.58,Clayey,Millets,36,0,0,5.8,1.18,1.35,4.3,0.79,2.45,1.03,0.6
30.27,Red,Tobacco,11,0,12,7.01,0.62,1.81,3.64,1.13,3.54,0.79,0.49
42.65,Red,Barley,42,2,2,6.41,1.48,2.85,5.41,1.24,3.66,0.79,0.34
48.23,Black,Tobacco,27,2,17,6.23,1.35,1.88,4.44,1.25,2.88,0.2,0.84
28.54,Black,Cotton,16,0,36,5.82,0.87,1.69,3.03,1.27,4.78,0.67,0.6
67.14,Red,Paddy,10,0,10,6.72,0.42,2.39,2.92,0.84,3.74,0.47,0.97
58.99,Red,Oil seeds,41,0,0,7.25,0.52,2.8,5.4,1.27,4.43,0.54,0.84
57.43,Loamy,Pulses,5,11,30,7.43,1.03,1.85,3.45,1.22,3.67,0.8,0.54
43.9,Sandy,Cotton,21,0,28,6.76,0.65,1.98,3.05,0.81,2.61,1.07,0.79
55.5,Clayey,Millets,7,13,19,6.67,1.0,2.8,4.5,1.98,4.08,0.38,0.56
37.82,Red,Wheat,33,0,0,5.94,1.41,3.66,5.71,1.8,2.31,0.97,0.26
48.0,Black,Sugarcane,8,4,13,6.73,1.28,2.95,3.62,1.83,3.59,0.25,0.61
31.85,Loamy,Barley,6,11,28,6.45,0.77,3.24,3.61,1.53,2.91,0.53,0.89
41.64,Clayey,Maize,25,0,14,6.83,0.95,2.15,5.84,0.74,2.02,0.42,0.88
50.89,Black,Maize,21,0,27,6.46,1.38,1.91,3.09,1.35,2.95,1.12,0.66
49.79,Clayey,Millets,22,1,20,6.21,1.78,2.38,4.97,1.73,2.59,0.38,0.5
32.91,Black,Pulses,1,22,19,5.96,1.61,3.3,6.32,0.56,1.89,0.78,0.21
41.35,Clayey,Paddy,26,0,24,6.34,1.29,2.39,5.87,1.24,4.38,0.36,0.45
38.98,Loamy,Millets,12,0,11,5.96,0.98,3.4,2.75,1.09,3.25,0.67,0.99
52.55,Sandy,Tobacco,18,4,16,6.1,0.98,3.77,3.78,0.82,2.71,0.61,0.78
